id,title,source,url,license,allowed_use,last_checked,class_tags,topic_tags,citation_note
niams_psoriasis_management_public_domain,Psoriasis,NIAMS,https://www.niams.nih.gov/health-topics/psoriasis,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,psoriasis,psoriasis;beneficial_management;triggers;joint_symptoms;referral,Public-domain NIAMS psoriasis management and risk page.
niams_psoriasis_ingredient_safety_public_domain,Psoriasis,NIAMS,https://www.niams.nih.gov/health-topics/psoriasis,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,psoriasis,psoriasis;beneficial_ingredients;ingredient_safety;moisturizer,Public-domain NIAMS source supports conservative moisturizer-first guidance.
normal_skin_basic_care_public_domain,Health Lesson: Learning About Skin,NIAMS,https://www.niams.nih.gov/health-topics/kids/healthy-skin,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,normal,normal_skin;skin_barrier;basic_care;beneficial_management;hierarchical_14node,Public-domain NIAMS skin education page used for normal-skin baseline.
normal_skin_ingredient_safety_public_domain,Health Lesson: Learning About Skin,NIAMS,https://www.niams.nih.gov/health-topics/kids/healthy-skin,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,normal,normal_skin;beneficial_ingredients;ingredient_safety;skin_barrier,Public-domain NIAMS source used for basic skin-care boundaries.
cdc_abnormal_skin_change_public_domain,Symptoms of Skin Cancer,CDC,https://www.cdc.gov/skin-cancer/symptoms/index.html,Most CDC text is public domain; attribution required,public_domain,2026-06-03,abnormal,abnormal_uncertain;red_flags;skin_change;referral;beneficial_management;self_care;hierarchical_14node,Public-domain CDC page used for abnormal skin-change red flags.
abnormal_uncertain_ingredient_safety_public_domain,Symptoms of Skin Cancer,CDC,https://www.cdc.gov/skin-cancer/symptoms/index.html,Most CDC text is public domain; attribution required,public_domain,2026-06-03,abnormal,abnormal_uncertain;beneficial_ingredients;ingredient_safety;safety,Public-domain CDC page supports red-flag-first guidance.
hierarchical_14node_dataset_plan_citation_only,Hierarchical Multi-head Skin Lesion Dataset Plan,Project-provided dataset table,local_project_dataset_plan,"Project metadata; Kaggle, Roboflow, AIHub, and DermNet dataset licenses must be checked separately before redistribution",citation_only,2026-06-03,blackhead;whitehead;papule;pustule;cystnnodule;complexacne;milia;rosacea;seborrheic;sebdermatitis;atopic;psoriasis;normal;abnormal,hierarchical_14node;dataset_schema;license_review_required;citation_only,Project schema record only; excluded from generation by default.
nci_reuse_policy,Reuse of NCI Information Policy,National Cancer Institute,https://www.cancer.gov/policies/copyright-reuse,Most NCI text is free of copyright unless otherwise indicated,public_domain,2026-05-24,license_policy,licensing;public_domain,"License policy reference, mainly for future skin tumor extension."
cdc_agency_materials_policy,Use of Agency Materials,CDC,https://www.cdc.gov/other/agencymaterials.html,Most CDC/ATSDR information is public domain; attribution required,public_domain,2026-05-24,license_policy,licensing;public_domain,License policy reference for public-domain source strategy.
nice_ng198_citation_only,Acne vulgaris: management (NG198),NICE,https://www.nice.org.uk/guidance/ng198,NICE guidance; reuse terms must be checked before public reuse,citation_only,2026-05-24,all_acne_classes,guideline;acne_vulgaris;citation_only,Citation-only guideline reference; excluded from generation by default.
complex_acne_mixed_pattern_public_domain,Acne,NIAMS,https://www.niams.nih.gov/health-topics/acne/basics/more-info,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,complexacne;all_acne_classes,complex_acne;mixed_lesions;classification;beneficial_management,NIAMS acne taxonomy supports mixed acne framing.
complex_acne_deep_or_inflammatory_priority_public_domain,Acne,NIAMS,https://www.niams.nih.gov/health-topics/acne/basics/more-info,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,complexacne;all_acne_classes,complex_acne;deep_inflammatory_acne;red_flags;referral,Public-domain NIAMS acne source used for triage hierarchy.
complex_acne_routine_simplification_public_domain,Acne,NIAMS,https://www.niams.nih.gov/health-topics/acne/basics/more-info,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,complexacne;all_acne_classes,complex_acne;self_care;irritation;beneficial_management,Public-domain NIAMS acne source used for conservative routine guidance.
complex_acne_avoid_picking_public_domain,Acne,NIAMS,https://www.niams.nih.gov/health-topics/acne/basics/more-info,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,complexacne;all_acne_classes,complex_acne;self_care;scar_risk;beneficial_management,Public-domain NIAMS acne source used for picking and scar-risk guidance.
milia_small_keratin_cyst_ccby,Milia En Plaque Associated With Prayer-Related Frictional Changes,Cureus via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12145066/,Creative Commons Attribution License CC-BY 4.0,cc_by,2026-06-03,milia,milia;classification;keratinous_cyst,CC BY PMC milia article used for lesion description.
milia_periocular_caution_ccby,Milia En Plaque Associated With Prayer-Related Frictional Changes,Cureus via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12145066/,Creative Commons Attribution License CC-BY 4.0,cc_by,2026-06-03,milia,milia;periocular;referral;safety,CC BY PMC milia article used for periocular safety guidance.
milia_friction_irritation_ccby,Milia En Plaque Associated With Prayer-Related Frictional Changes,Cureus via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12145066/,Creative Commons Attribution License CC-BY 4.0,cc_by,2026-06-03,milia,milia;irritation;friction;beneficial_management,CC BY PMC milia article used for friction and irritation guidance.
milia_differential_caution_ccby,Milia En Plaque Associated With Prayer-Related Frictional Changes,Cureus via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12145066/,Creative Commons Attribution License CC-BY 4.0,cc_by,2026-06-03,milia,milia;differential;referral;safety,CC BY PMC milia article used for conservative differential framing.
milia_gentle_routine_ccby,Milia En Plaque Associated With Prayer-Related Frictional Changes,Cureus via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12145066/,Creative Commons Attribution License CC-BY 4.0,cc_by,2026-06-03,milia,milia;beneficial_ingredients;ingredient_safety;self_care,CC BY PMC milia article supports conservative non-procedural guidance.
rosacea_chronic_recurrence_public_domain,Rosacea,NIAMS,https://www.niams.nih.gov/health-topics/rosacea,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,rosacea,rosacea;chronic;recurrence;beneficial_management,Public-domain NIAMS rosacea source used for chronic-course framing.
rosacea_trigger_diary_public_domain,"Rosacea: Diagnosis, Treatment, and Steps to Take",NIAMS,https://www.niams.nih.gov/health-topics/rosacea/diagnosis-treatment-and-steps-to-take,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,rosacea,rosacea;triggers;beneficial_management;self_care,Public-domain NIAMS rosacea management page used for trigger tracking.
rosacea_photoprotection_public_domain,"Rosacea: Diagnosis, Treatment, and Steps to Take",NIAMS,https://www.niams.nih.gov/health-topics/rosacea/diagnosis-treatment-and-steps-to-take,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,rosacea,rosacea;sun_protection;beneficial_ingredients;ingredient_safety,Public-domain NIAMS rosacea management page used for photoprotection guidance.
rosacea_ocular_referral_public_domain,Rosacea,NIAMS,https://www.niams.nih.gov/health-topics/rosacea,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,rosacea,rosacea;ocular_symptoms;red_flags;referral,Public-domain NIAMS rosacea overview used for ocular-symptom referral.
rosacea_acne_overlap_public_domain,Rosacea,NIAMS,https://www.niams.nih.gov/health-topics/rosacea,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,rosacea,rosacea;acne_overlap;classification;safety,Public-domain NIAMS rosacea source used for acne-overlap caution.
seborrheic_sebaceous_area_ccby,Seborrheic Dermatitis and Dandruff: A Comprehensive Review,Journal of Clinical & Investigative Dermatology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC4852869/,Creative Commons Attribution License,cc_by,2026-06-03,seborrheic;sebdermatitis,seborrheic_condition;seborrheic_dermatitis;classification;sebaceous_area,CC BY PMC review used for sebaceous-area pattern guidance.
seborrheic_dandruff_spectrum_ccby,Seborrheic Dermatitis and Dandruff: A Comprehensive Review,Journal of Clinical & Investigative Dermatology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC4852869/,Creative Commons Attribution License,cc_by,2026-06-03,seborrheic;sebdermatitis,seborrheic_condition;seborrheic_dermatitis;dandruff;classification,CC BY PMC review used for dandruff-SD spectrum framing.
seborrheic_pruritus_scaling_ccby,Seborrheic Dermatitis and Dandruff: A Comprehensive Review,Journal of Clinical & Investigative Dermatology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC4852869/,Creative Commons Attribution License,cc_by,2026-06-03,seborrheic;sebdermatitis,seborrheic_condition;seborrheic_dermatitis;itch;scaling;beneficial_management,CC BY PMC review used for itch and scaling guidance.
seborrheic_malassezia_context_ccby,Seborrheic Dermatitis and Dandruff: A Comprehensive Review,Journal of Clinical & Investigative Dermatology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC4852869/,Creative Commons Attribution License,cc_by,2026-06-03,seborrheic;sebdermatitis,seborrheic_condition;seborrheic_dermatitis;malassezia;pathophysiology,CC BY PMC review used for multifactorial pathophysiology framing.
seborrheic_recurrence_ccby,Seborrheic Dermatitis and Dandruff: A Comprehensive Review,Journal of Clinical & Investigative Dermatology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC4852869/,Creative Commons Attribution License,cc_by,2026-06-03,seborrheic;sebdermatitis,seborrheic_condition;seborrheic_dermatitis;recurrence;beneficial_management,CC BY PMC review used for recurrence and referral guidance.
sebdermatitis_face_scalp_distinction_ccby,Seborrheic Dermatitis and Dandruff: A Comprehensive Review,Journal of Clinical & Investigative Dermatology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC4852869/,Creative Commons Attribution License,cc_by,2026-06-03,sebdermatitis,seborrheic_dermatitis;scalp;face;classification,CC BY PMC review used for face and scalp distribution guidance.
sebdermatitis_avoid_harsh_scrubbing_ccby,Seborrheic Dermatitis and Dandruff: A Comprehensive Review,Journal of Clinical & Investigative Dermatology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC4852869/,Creative Commons Attribution License,cc_by,2026-06-03,sebdermatitis,seborrheic_dermatitis;self_care;irritation;beneficial_management,CC BY PMC review used for irritation-avoidance guidance.
sebdermatitis_medicated_care_boundary_ccby,Seborrheic Dermatitis and Dandruff: A Comprehensive Review,Journal of Clinical & Investigative Dermatology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC4852869/,Creative Commons Attribution License,cc_by,2026-06-03,sebdermatitis,seborrheic_dermatitis;ingredient_safety;treatment_boundary,CC BY PMC review used for treatment-boundary policy.
atopic_chronic_itch_public_domain,Atopic Dermatitis,NIAMS,https://www.niams.nih.gov/health-topics/atopic-dermatitis/basics/diagnosis-treatment-and-steps-to-take,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,atopic,atopic_dermatitis;itch;chronic;classification,Public-domain NIAMS atopic dermatitis page used for itch-focused framing.
atopic_moisturizer_regular_use_public_domain,Atopic Dermatitis,NIAMS,https://www.niams.nih.gov/health-topics/atopic-dermatitis/basics/diagnosis-treatment-and-steps-to-take,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,atopic,atopic_dermatitis;moisturizer;beneficial_management;beneficial_ingredients,Public-domain NIAMS atopic dermatitis page used for moisturizer guidance.
atopic_trigger_avoidance_public_domain,Atopic Dermatitis,NIAMS,https://www.niams.nih.gov/health-topics/atopic-dermatitis/basics/diagnosis-treatment-and-steps-to-take,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,atopic,atopic_dermatitis;triggers;self_care;beneficial_management,Public-domain NIAMS atopic dermatitis page used for trigger guidance.
atopic_infection_warning_public_domain,Atopic Dermatitis,NIAMS,https://www.niams.nih.gov/health-topics/atopic-dermatitis/basics/diagnosis-treatment-and-steps-to-take,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,atopic,atopic_dermatitis;red_flags;infection;referral,Public-domain NIAMS atopic dermatitis page used for infection red flags.
atopic_barrier_ingredient_safety_public_domain,Atopic Dermatitis,NIAMS,https://www.niams.nih.gov/health-topics/atopic-dermatitis/basics/diagnosis-treatment-and-steps-to-take,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,atopic,atopic_dermatitis;skin_barrier;beneficial_ingredients;ingredient_safety,Public-domain NIAMS atopic dermatitis page used for barrier ingredient safety.
atopic_long_term_management_public_domain,Atopic Dermatitis,NIAMS,https://www.niams.nih.gov/health-topics/atopic-dermatitis/basics/diagnosis-treatment-and-steps-to-take,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,atopic,atopic_dermatitis;long_term;beneficial_management,Public-domain NIAMS atopic dermatitis page used for long-term care framing.
psoriasis_plaque_distribution_public_domain,Psoriasis,NIAMS,https://www.niams.nih.gov/health-topics/psoriasis,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,psoriasis,psoriasis;plaque;classification;scaly_plaque,Public-domain NIAMS psoriasis page used for plaque distribution guidance.
psoriasis_nail_joint_public_domain,Psoriasis,NIAMS,https://www.niams.nih.gov/health-topics/psoriasis,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,psoriasis,psoriasis;nail;joint_symptoms;referral;red_flags,Public-domain NIAMS psoriasis page used for nail and joint symptom referral.
psoriasis_trigger_tracking_public_domain,Psoriasis,NIAMS,https://www.niams.nih.gov/health-topics/psoriasis,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,psoriasis,psoriasis;triggers;beneficial_management;self_care,Public-domain NIAMS psoriasis page used for trigger tracking.
psoriasis_moisturizer_public_domain,Psoriasis,NIAMS,https://www.niams.nih.gov/health-topics/psoriasis,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,psoriasis,psoriasis;moisturizer;beneficial_ingredients;ingredient_safety,Public-domain NIAMS psoriasis page used for moisturizer-first guidance.
psoriasis_avoid_trauma_public_domain,Psoriasis,NIAMS,https://www.niams.nih.gov/health-topics/psoriasis,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,psoriasis,psoriasis;trauma;irritation;beneficial_management,Public-domain NIAMS psoriasis page used for trauma-avoidance guidance.
psoriasis_chronic_referral_public_domain,Psoriasis,NIAMS,https://www.niams.nih.gov/health-topics/psoriasis,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,psoriasis,psoriasis;chronic;referral;beneficial_management,Public-domain NIAMS psoriasis page used for chronic-care and referral guidance.
normal_skin_monitoring_public_domain,Health Lesson: Learning About Skin,NIAMS,https://www.niams.nih.gov/health-topics/kids/healthy-skin,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,normal,normal_skin;monitoring;beneficial_management,Public-domain NIAMS skin education page used for monitoring guidance.
normal_skin_barrier_baseline_public_domain,Health Lesson: Learning About Skin,NIAMS,https://www.niams.nih.gov/health-topics/kids/healthy-skin,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,normal,normal_skin;skin_barrier;beneficial_management,Public-domain NIAMS skin education page used for baseline barrier care.
normal_skin_sun_protection_public_domain,Health Lesson: Learning About Skin,NIAMS,https://www.niams.nih.gov/health-topics/kids/healthy-skin,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,normal,normal_skin;sun_protection;beneficial_ingredients;ingredient_safety,Public-domain NIAMS skin education page used for sun-protection baseline.
normal_skin_unnecessary_actives_public_domain,Health Lesson: Learning About Skin,NIAMS,https://www.niams.nih.gov/health-topics/kids/healthy-skin,NIAMS website text is public domain; images may have separate restrictions,public_domain,2026-06-03,normal,normal_skin;ingredient_safety;self_care,Public-domain NIAMS skin education page used for unnecessary-active caution.
abnormal_nonhealing_bleeding_public_domain,Symptoms of Skin Cancer,CDC,https://www.cdc.gov/skin-cancer/symptoms/index.html,Most CDC text is public domain; attribution required,public_domain,2026-06-03,abnormal,abnormal_uncertain;nonhealing;bleeding;red_flags;referral;beneficial_management,Public-domain CDC page used for nonhealing and bleeding red flags.
abnormal_color_shape_change_public_domain,Symptoms of Skin Cancer,CDC,https://www.cdc.gov/skin-cancer/symptoms/index.html,Most CDC text is public domain; attribution required,public_domain,2026-06-03,abnormal,abnormal_uncertain;color_change;shape_change;red_flags;referral,Public-domain CDC page used for changing-lesion red flags.
abnormal_no_active_ingredient_public_domain,Symptoms of Skin Cancer,CDC,https://www.cdc.gov/skin-cancer/symptoms/index.html,Most CDC text is public domain; attribution required,public_domain,2026-06-03,abnormal,abnormal_uncertain;beneficial_ingredients;ingredient_safety;safety,Public-domain CDC page used for no-active-ingredient safety boundary.
abnormal_photo_tracking_public_domain,Symptoms of Skin Cancer,CDC,https://www.cdc.gov/skin-cancer/symptoms/index.html,Most CDC text is public domain; attribution required,public_domain,2026-06-03,abnormal,abnormal_uncertain;photo_tracking;self_care;beneficial_management,Public-domain CDC page used for change-tracking guidance.
complex_acne_pmc_mixed_severity_context,Efficacy of Topical Treatments in the Management of Mild-to-Moderate Acne Vulgaris: A Systematic Review,PMC Open Access article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11081083/,CC BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,complexacne;all_acne_classes,complex_acne;mixed_lesions;management;beneficial_management,CC BY acne treatment review used to diversify complex-acne source evidence.
complex_acne_pmc_irritation_safety,Exploring Acne Treatments: From Pathophysiological Mechanisms to Emerging Therapies,PMC Open Access article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11121268/,CC BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,complexacne;all_acne_classes,complex_acne;irritation;ingredient_safety;safety,CC BY acne review used for irritation and ingredient safety boundaries.
rosacea_pmc_pathogenesis_ccby,Advances in the pathogenesis of rosacea,Frontiers in Immunology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12868226/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,rosacea,rosacea;pathophysiology;classification;redness,Europe PMC verified cc by; used for rosacea pathogenesis source diversity.
rosacea_pmc_inflammation_axis_ccby,Advances in the pathogenesis of rosacea,Frontiers in Immunology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12868226/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,rosacea,rosacea;inflammation;triggers;beneficial_management,Europe PMC verified cc by; used for rosacea inflammation and trigger framing.
rosacea_pmc_skin_barrier_ccby,Advances in the pathogenesis of rosacea,Frontiers in Immunology via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12868226/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,rosacea,rosacea;skin_barrier;ingredient_safety;sensitive_skin,Europe PMC verified cc by; used for rosacea barrier and ingredient safety.
seborrheic_revisited_pathophysiology_ccby,"Seborrheic Dermatitis Revisited: Pathophysiology, Diagnosis, and Emerging Therapies-A Narrative Review",Biomedicines via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12562114/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,seborrheic;sebdermatitis,seborrheic_condition;seborrheic_dermatitis;pathophysiology;classification,Europe PMC verified cc by; added for second seborrheic source.
seborrheic_revisited_diagnosis_ccby,"Seborrheic Dermatitis Revisited: Pathophysiology, Diagnosis, and Emerging Therapies-A Narrative Review",Biomedicines via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12562114/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,seborrheic;sebdermatitis,seborrheic_condition;seborrheic_dermatitis;diagnosis;differential;referral,Europe PMC verified cc by; used for differential caution.
seborrheic_revisited_management_boundary_ccby,"Seborrheic Dermatitis Revisited: Pathophysiology, Diagnosis, and Emerging Therapies-A Narrative Review",Biomedicines via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12562114/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,seborrheic;sebdermatitis,seborrheic_condition;seborrheic_dermatitis;beneficial_management;ingredient_safety,Europe PMC verified cc by; used for management boundary.
milia_bp_sequela_ccby,Milia En Plaque After Bullous Pemphigoid: An Unusual Sequela,Cureus via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC11658906/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,milia,milia;differential;history;referral,Europe PMC verified cc by; added for second milia source.
milia_bp_management_caution_ccby,Milia En Plaque After Bullous Pemphigoid: An Unusual Sequela,Cureus via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC11658906/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,milia,milia;self_care;safety;beneficial_management,Europe PMC verified cc by; used for non-procedural safety.
atopic_multidisciplinary_features_ccby,"Atopic Dermatitis: Disease Features, Therapeutic Options, and a Multidisciplinary Approach",Life via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC10305021/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,atopic,atopic_dermatitis;classification;itch;skin_barrier,Europe PMC verified cc by; added for atopic source diversity.
atopic_multidisciplinary_care_ccby,"Atopic Dermatitis: Disease Features, Therapeutic Options, and a Multidisciplinary Approach",Life via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC10305021/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,atopic,atopic_dermatitis;beneficial_management;self_care;trigger_avoidance,Europe PMC verified cc by; used for atopic care source diversity.
atopic_pathophysiology_future_ccby,"Unraveling Atopic Dermatitis: Insights into Pathophysiology, Therapeutic Advances, and Future Perspectives",Cells via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC10931328/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,atopic,atopic_dermatitis;pathophysiology;skin_barrier;inflammation,Europe PMC verified cc by; added for atopic pathophysiology diversity.
atopic_psoriasis_child_management_ccby,Pathophysiology of Atopic Dermatitis and Psoriasis: Implications for Management in Children,Children via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC6826460/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,atopic;psoriasis,atopic_dermatitis;psoriasis;pediatric;management;differential,Europe PMC verified cc by; shared AD/psoriasis differential source.
psoriasis_child_pathophysiology_ccby,Pathophysiology of Atopic Dermatitis and Psoriasis: Implications for Management in Children,Children via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC6826460/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,psoriasis,psoriasis;pathophysiology;classification;management,Europe PMC verified cc by; added for psoriasis source diversity.
psoriasis_beyond_skin_ccby,Psoriasis Beyond the Skin: A Disease With Cardiovascular Risk,Cureus via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12280104/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,psoriasis,psoriasis;systemic_association;referral;safety,Europe PMC verified cc by; added for psoriasis systemic-risk source.
psoriasis_dietary_principles_boundary_ccby,"Dietary Principles, Interventions and Oxidative Stress in Psoriasis Management: Current and Future Perspectives",Medicina via PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC12299924/,Creative Commons Attribution License CC-BY 4.0; verified via Europe PMC license=cc by,cc_by,2026-06-06,psoriasis,psoriasis;lifestyle;beneficial_management;treatment_boundary,Europe PMC verified cc by; used for lifestyle boundary.
abnormal_nci_skin_cancer_treatment_warning_public_domain,Skin Cancer Treatment (PDQ?)?Patient Version,National Cancer Institute,https://www.cancer.gov/types/skin/patient/skin-treatment-pdq,NCI text is free of copyright unless otherwise indicated; credit NCI as source,public_domain,2026-06-06,abnormal,abnormal_uncertain;skin_change;red_flags;referral,NCI reuse policy verified public-domain text; added for abnormal-source diversity.
abnormal_nci_skin_biopsy_context_public_domain,Skin Cancer Treatment (PDQ?)?Patient Version,National Cancer Institute,https://www.cancer.gov/types/skin/patient/skin-treatment-pdq,NCI text is free of copyright unless otherwise indicated; credit NCI as source,public_domain,2026-06-06,abnormal,abnormal_uncertain;diagnostic_boundary;referral;safety,NCI reuse policy verified public-domain text; used for diagnostic-boundary statement.
abnormal_nci_prevention_sun_public_domain,Skin Cancer Prevention (PDQ?)?Patient Version,National Cancer Institute,https://www.cancer.gov/types/skin/patient/skin-prevention-pdq,NCI text is free of copyright unless otherwise indicated; credit NCI as source,public_domain,2026-06-06,abnormal;normal,abnormal_uncertain;normal_skin;sun_protection;beneficial_management,NCI reuse policy verified public-domain text; used for sun-protection and abnormal-triage context.
